heave,adjusted_roll,steered_angle,Inner Wheel,Outer Wheel,camber_change
0.25,-0.75,0.872664626,12.59,13.25,0.89
0.5,-0.75,0.872664626,12.65,13.19,1.29
0.75,-0.75,0.872664626,12.73,13.13,1.69
1,-0.75,0.872664626,12.82,13.08,2.1
1.25,-0.75,0.872664626,12.93,13.05,2.52
1.5,-0.75,0.872664626,13.05,13.02,2.95
1.75,-0.75,0.872664626,13.2,13.01,3.39
2,-0.75,0.872664626,13.36,13,3.85
-2,-1,0.872664626,12.58,14.19,-2.19
-1.75,-1,0.872664626,12.54,14.07,-1.85
-1.5,-1,0.872664626,12.51,13.95,-1.51
-1.25,-1,0.872664626,12.49,13.84,-1.17
-1,-1,0.872664626,12.49,13.73,-0.81
-0.75,-1,0.872664626,12.49,13.63,-0.45
-0.5,-1,0.872664626,12.5,13.53,-0.09
-0.25,-1,0.872664626,12.53,13.44,0.29
0,-1,0.872664626,12.56,13.36,0.67
0.25,-1,0.872664626,12.62,13.28,1.06
0.5,-1,0.872664626,12.68,13.21,1.46
0.75,-1,0.872664626,12.77,13.15,1.86
1,-1,0.872664626,12.86,13.1,2.28
1.25,-1,0.872664626,12.98,13.06,2.7
1.5,-1,0.872664626,13.11,13.03,3.14
1.75,-1,0.872664626,13.26,13.01,3.58
2,-1,0.872664626,13.43,13,4.04
-2,-1.25,0.872664626,12.56,14.24,-2.04
-1.75,-1.25,0.872664626,12.53,14.12,-1.71
-1.5,-1.25,0.872664626,12.5,14,-1.36
-1.25,-1.25,0.872664626,12.49,13.89,-1.01
-1,-1.25,0.872664626,12.48,13.78,-0.66
-0.75,-1.25,0.872664626,12.49,13.67,-0.3
-0.5,-1.25,0.872664626,12.51,13.57,0.07
-0.25,-1.25,0.872664626,12.54,13.48,0.45
0,-1.25,0.872664626,12.59,13.39,0.84
0.25,-1.25,0.872664626,12.64,13.31,1.23
0.5,-1.25,0.872664626,12.72,13.24,1.63
0.75,-1.25,0.872664626,12.81,13.18,2.04
1,-1.25,0.872664626,12.91,13.12,2.46
1.25,-1.25,0.872664626,13.03,13.08,2.89
1.5,-1.25,0.872664626,13.17,13.04,3.33
1.75,-1.25,0.872664626,13.33,13.02,3.78
2,-1.25,0.872664626,13.51,13,4.23
-2,-1.5,0.872664626,12.55,14.3,-1.89
-1.75,-1.5,0.872664626,12.52,14.17,-1.56
-1.5,-1.5,0.872664626,12.5,14.05,-1.21
-1.25,-1.5,0.872664626,12.49,13.94,-0.86
-1,-1.5,0.872664626,12.49,13.82,-0.5
-0.75,-1.5,0.872664626,12.5,13.72,-0.14
-0.5,-1.5,0.872664626,12.52,13.62,0.24
-0.25,-1.5,0.872664626,12.56,13.52,0.62
0,-1.5,0.872664626,12.61,13.43,1.01
0.25,-1.5,0.872664626,12.67,13.35,1.4
0.5,-1.5,0.872664626,12.75,13.27,1.81
0.75,-1.5,0.872664626,12.85,13.2,2.22
1,-1.5,0.872664626,12.96,13.15,2.64
1.25,-1.5,0.872664626,13.09,13.1,3.07
1.5,-1.5,0.872664626,13.24,13.06,3.52
1.75,-1.5,0.872664626,13.41,13.03,3.97
2,-1.5,0.872664626,13.59,13.01,4.43
-2,-1.75,0.872664626,12.53,14.35,-1.75
-1.75,-1.75,0.872664626,12.51,14.23,-1.41
-1.5,-1.75,0.872664626,12.49,14.1,-1.06
-1.25,-1.75,0.872664626,12.48,13.99,-0.7
-1,-1.75,0.872664626,12.49,13.87,-0.34
-0.75,-1.75,0.872664626,12.51,13.76,0.03
-0.5,-1.75,0.872664626,12.54,13.66,0.4
-0.25,-1.75,0.872664626,12.58,13.56,0.78
0,-1.75,0.872664626,12.63,13.47,1.18
0.25,-1.75,0.872664626,12.71,13.38,1.58
0.5,-1.75,0.872664626,12.79,13.3,1.98
0.75,-1.75,0.872664626,12.9,13.23,2.4
1,-1.75,0.872664626,13.02,13.17,2.83
1.25,-1.75,0.872664626,13.15,13.12,3.26
1.5,-1.75,0.872664626,13.31,13.07,3.71
1.75,-1.75,0.872664626,13.48,13.04,4.16
2,-1.75,0.872664626,13.68,13.01,4.63
-2,-2,0.872664626,12.52,14.41,-1.6
-1.75,-2,0.872664626,12.5,14.28,-1.25
-1.5,-2,0.872664626,12.49,14.16,-0.9
-1.25,-2,0.872664626,12.49,14.04,-0.55
-1,-2,0.872664626,12.5,13.92,-0.18
-0.75,-2,0.872664626,12.52,13.81,0.19
-0.5,-2,0.872664626,12.55,13.7,0.57
-0.25,-2,0.872664626,12.6,13.6,0.95
0,-2,0.872664626,12.66,13.51,1.35
0.25,-2,0.872664626,12.74,13.42,1.75
0.5,-2,0.872664626,12.83,13.34,2.16
0.75,-2,0.872664626,12.94,13.26,2.58
1,-2,0.872664626,13.07,13.2,3.01
1.25,-2,0.872664626,13.22,13.14,3.45
1.5,-2,0.872664626,13.38,13.09,3.9
1.75,-2,0.872664626,13.56,13.05,4.36
2,-2,0.872664626,13.77,13.02,4.83
-2,2,1.047197551,15.27,16.43,-3.83
-1.75,2,1.047197551,15.21,16.34,-3.52
-1.5,2,1.047197551,15.16,16.25,-3.21
-1.25,2,1.047197551,15.12,16.17,-2.9
-1,2,1.047197551,15.08,16.1,-2.58
-0.75,2,1.047197551,15.04,16.02,-2.25
-0.5,2,1.047197551,15.01,15.96,-1.92
-0.25,2,1.047197551,14.99,15.89,-1.58
0,2,1.047197551,14.97,15.84,-1.23
0.25,2,1.047197551,14.97,15.79,-0.87
0.5,2,1.047197551,14.97,15.75,-0.51
0.75,2,1.047197551,14.98,15.72,-0.14
1,2,1.047197551,15,15.69,0.23
1.25,2,1.047197551,15.03,15.68,0.62
1.5,2,1.047197551,15.07,15.67,1.01
1.75,2,1.047197551,15.12,15.67,1.42
2,2,1.047197551,15.19,15.69,1.83
-2,1.75,1.047197551,15.24,16.47,-3.7
-1.75,1.75,1.047197551,15.19,16.38,-3.39
-1.5,1.75,1.047197551,15.14,16.29,-3.08
-1.25,1.75,1.047197551,15.1,16.21,-2.76
-1,1.75,1.047197551,15.06,16.13,-2.44
-0.75,1.75,1.047197551,15.03,16.05,-2.11
-0.5,1.75,1.047197551,15,15.98,-1.77
-0.25,1.75,1.047197551,14.98,15.92,-1.43
0,1.75,1.047197551,14.97,15.86,-1.08
0.25,1.75,1.047197551,14.97,15.81,-0.72
0.5,1.75,1.047197551,14.97,15.77,-0.36
0.75,1.75,1.047197551,14.98,15.73,0.02
1,1.75,1.047197551,15.01,15.7,0.4
1.25,1.75,1.047197551,15.04,15.68,0.79
1.5,1.75,1.047197551,15.09,15.67,1.18
1.75,1.75,1.047197551,15.15,15.67,1.59
2,1.75,1.047197551,15.22,15.68,2.01
-2,1.5,1.047197551,15.22,16.51,-3.57
-1.75,1.5,1.047197551,15.17,16.42,-3.26
-1.5,1.5,1.047197551,15.12,16.33,-2.94
-1.25,1.5,1.047197551,15.08,16.24,-2.62
-1,1.5,1.047197551,15.04,16.16,-2.3
-0.75,1.5,1.047197551,15.01,16.09,-1.96
-0.5,1.5,1.047197551,14.99,16.01,-1.63
-0.25,1.5,1.047197551,14.98,15.95,-1.28
0,1.5,1.047197551,14.97,15.89,-0.93
0.25,1.5,1.047197551,14.97,15.83,-0.57
0.5,1.5,1.047197551,14.97,15.78,-0.2
0.75,1.5,1.047197551,14.99,15.74,0.18
1,1.5,1.047197551,15.02,15.71,0.56
1.25,1.5,1.047197551,15.06,15.69,0.95
1.5,1.5,1.047197551,15.11,15.67,1.35
1.75,1.5,1.047197551,15.18,15.67,1.76
2,1.5,1.047197551,15.25,15.68,2.18
-2,1.25,1.047197551,15.2,16.55,-3.43
-1.75,1.25,1.047197551,15.15,16.46,-3.12
-1.5,1.25,1.047197551,15.1,16.37,-2.81
-1.25,1.25,1.047197551,15.06,16.28,-2.48
-1,1.25,1.047197551,15.03,16.2,-2.15
-0.75,1.25,1.047197551,15,16.12,-1.82
-0.5,1.25,1.047197551,14.98,16.04,-1.48
-0.25,1.25,1.047197551,14.97,15.98,-1.13
0,1.25,1.047197551,14.97,15.91,-0.77
0.25,1.25,1.047197551,14.97,15.85,-0.41
0.5,1.25,1.047197551,14.98,15.8,-0.04
0.75,1.25,1.047197551,15,15.76,0.34
1,1.25,1.047197551,15.04,15.72,0.73
1.25,1.25,1.047197551,15.08,15.7,1.12
1.5,1.25,1.047197551,15.14,15.68,1.53
1.75,1.25,1.047197551,15.21,15.67,1.94
2,1.25,1.047197551,15.29,15.67,2.36
-2,1,1.047197551,15.17,16.6,-3.3
-1.75,1,1.047197551,15.13,16.5,-2.99
-1.5,1,1.047197551,15.09,16.41,-2.67
-1.25,1,1.047197551,15.05,16.32,-2.34
-1,1,1.047197551,15.02,16.23,-2.01
-0.75,1,1.047197551,14.99,16.15,-1.67
-0.5,1,1.047197551,14.98,16.08,-1.33
-0.25,1,1.047197551,14.97,16,-0.98
0,1,1.047197551,14.97,15.94,-0.62
0.25,1,1.047197551,14.97,15.88,-0.25
0.5,1,1.047197551,14.99,15.83,0.12
0.75,1,1.047197551,15.02,15.78,0.51
1,1,1.047197551,15.05,15.74,0.9
1.25,1,1.047197551,15.1,15.71,1.29
1.5,1,1.047197551,15.17,15.69,1.7
1.75,1,1.047197551,15.24,15.67,2.12
2,1,1.047197551,15.33,15.67,2.54
-2,0.75,1.047197551,15.15,16.64,-3.17
-1.75,0.75,1.047197551,15.11,16.54,-2.85
-1.5,0.75,1.047197551,15.07,16.45,-2.53
-1.25,0.75,1.047197551,15.04,16.36,-2.2
-1,0.75,1.047197551,15.01,16.27,-1.87
-0.75,0.75,1.047197551,14.99,16.19,-1.52
-0.5,0.75,1.047197551,14.97,16.11,-1.18
-0.25,0.75,1.047197551,14.97,16.03,-0.82
0,0.75,1.047197551,14.97,15.97,-0.46
0.25,0.75,1.047197551,14.98,15.9,-0.09
0.5,0.75,1.047197551,15,15.85,0.29
0.75,0.75,1.047197551,15.03,15.8,0.67
1,0.75,1.047197551,15.07,15.75,1.06
1.25,0.75,1.047197551,15.13,15.72,1.47
1.5,0.75,1.047197551,15.2,15.69,1.88
1.75,0.75,1.047197551,15.28,15.68,2.3
2,0.75,1.047197551,15.37,15.67,2.73
-2,0.5,1.047197551,15.13,16.68,-3.03
-1.75,0.5,1.047197551,15.09,16.58,-2.71
-1.5,0.5,1.047197551,15.05,16.49,-2.39
-1.25,0.5,1.047197551,15.02,16.4,-2.06
-1,0.5,1.047197551,15,16.31,-1.72
-0.75,0.5,1.047197551,14.98,16.22,-1.38
-0.5,0.5,1.047197551,14.97,16.14,-1.03
-0.25,0.5,1.047197551,14.97,16.07,-0.67
0,0.5,1.047197551,14.97,16,-0.3
0.25,0.5,1.047197551,14.99,15.93,0.07
0.5,0.5,1.047197551,15.01,15.87,0.45
0.75,0.5,1.047197551,15.05,15.82,0.84
1,0.5,1.047197551,15.1,15.77,1.23
1.25,0.5,1.047197551,15.16,15.73,1.64
1.5,0.5,1.047197551,15.23,15.7,2.05
1.75,0.5,1.047197551,15.31,15.68,2.48
2,0.5,1.047197551,15.41,15.67,2.91
-2,0.25,1.047197551,15.11,16.73,-2.89
-1.75,0.25,1.047197551,15.07,16.63,-2.57
-1.5,0.25,1.047197551,15.04,16.53,-2.24
-1.25,0.25,1.047197551,15.01,16.44,-1.91
-1,0.25,1.047197551,14.99,16.35,-1.57
-0.75,0.25,1.047197551,14.97,16.26,-1.23
-0.5,0.25,1.047197551,14.97,16.18,-0.87
-0.25,0.25,1.047197551,14.97,16.1,-0.51
0,0.25,1.047197551,14.98,16.03,-0.14
0.25,0.25,1.047197551,15,15.96,0.23
0.5,0.25,1.047197551,15.03,15.9,0.61
0.75,0.25,1.047197551,15.07,15.84,1.01
1,0.25,1.047197551,15.12,15.79,1.41
1.25,0.25,1.047197551,15.18,15.75,1.81
1.5,0.25,1.047197551,15.26,15.72,2.23
1.75,0.25,1.047197551,15.35,15.69,2.66
2,0.25,1.047197551,15.46,15.67,3.1
-2,0,1.047197551,15.1,16.77,-2.75
-1.75,0,1.047197551,15.06,16.67,-2.43
-1.5,0,1.047197551,15.03,16.57,-2.1
-1.25,0,1.047197551,15,16.48,-1.76
-1,0,1.047197551,14.98,16.38,-1.42
-0.75,0,1.047197551,14.97,16.3,-1.07
-0.5,0,1.047197551,14.97,16.21,-0.72
-0.25,0,1.047197551,14.97,16.13,-0.35
0,0,1.047197551,14.98,16.06,0.02
0.25,0,1.047197551,15.01,15.99,0.4
0.5,0,1.047197551,15.04,15.92,0.78
0.75,0,1.047197551,15.09,15.86,1.18
1,0,1.047197551,15.15,15.81,1.58
1.25,0,1.047197551,15.22,15.77,1.99
1.5,0,1.047197551,15.3,15.73,2.41
1.75,0,1.047197551,15.4,15.7,2.84
2,0,1.047197551,15.51,15.68,3.28
-2,-0.25,1.047197551,15.08,16.82,-2.61
-1.75,-0.25,1.047197551,15.04,16.71,-2.29
-1.5,-0.25,1.047197551,15.01,16.61,-1.96
-1.25,-0.25,1.047197551,14.99,16.52,-1.62
-1,-0.25,1.047197551,14.98,16.42,-1.27
-0.75,-0.25,1.047197551,14.97,16.33,-0.92
-0.5,-0.25,1.047197551,14.97,16.25,-0.56
-0.25,-0.25,1.047197551,14.97,16.17,-0.19
0,-0.25,1.047197551,14.99,16.09,0.18
0.25,-0.25,1.047197551,15.02,16.02,0.56
0.5,-0.25,1.047197551,15.06,15.95,0.95
0.75,-0.25,1.047197551,15.11,15.89,1.35
1,-0.25,1.047197551,15.17,15.83,1.75
1.25,-0.25,1.047197551,15.25,15.78,2.17
1.5,-0.25,1.047197551,15.34,15.74,2.59
1.75,-0.25,1.047197551,15.44,15.71,3.03
2,-0.25,1.047197551,15.56,15.69,3.47
-2,-0.5,1.047197551,15.06,16.86,-2.47
-1.75,-0.5,1.047197551,15.03,16.76,-2.14
-1.5,-0.5,1.047197551,15,16.66,-1.81
-1.25,-0.5,1.047197551,14.98,16.56,-1.47
-1,-0.5,1.047197551,14.97,16.46,-1.12
-0.75,-0.5,1.047197551,14.97,16.37,-0.77
-0.5,-0.5,1.047197551,14.97,16.28,-0.4
-0.25,-0.5,1.047197551,14.98,16.2,-0.03
0,-0.5,1.047197551,15,16.12,0.34
0.25,-0.5,1.047197551,15.04,16.05,0.73
0.5,-0.5,1.047197551,15.08,15.98,1.12
0.75,-0.5,1.047197551,15.14,15.91,1.52
1,-0.5,1.047197551,15.2,15.85,1.93
1.25,-0.5,1.047197551,15.29,15.8,2.35
1.5,-0.5,1.047197551,15.38,15.76,2.78
1.75,-0.5,1.047197551,15.49,15.72,3.22
2,-0.5,1.047197551,15.62,15.7,3.66
-2,-0.75,1.047197551,15.05,16.91,-2.33
-1.75,-0.75,1.047197551,15.02,16.8,-2
-1.5,-0.75,1.047197551,14.99,16.7,-1.66
-1.25,-0.75,1.047197551,14.98,16.6,-1.32
-1,-0.75,1.047197551,14.97,16.5,-0.97
-0.75,-0.75,1.047197551,14.97,16.41,-0.61
-0.5,-0.75,1.047197551,14.97,16.32,-0.24
-0.25,-0.75,1.047197551,14.99,16.24,0.13
0,-0.75,1.047197551,15.02,16.15,0.51
0.25,-0.75,1.047197551,15.05,16.08,0.89
0.5,-0.75,1.047197551,15.1,16.01,1.29
0.75,-0.75,1.047197551,15.16,15.94,1.69
1,-0.75,1.047197551,15.24,15.88,2.11
1.25,-0.75,1.047197551,15.33,15.82,2.53
1.5,-0.75,1.047197551,15.43,15.78,2.96
1.75,-0.75,1.047197551,15.54,15.74,3.4
2,-0.75,1.047197551,15.68,15.71,3.86
-2,-1,1.047197551,15.03,16.95,-2.19
-1.75,-1,1.047197551,15.01,16.85,-1.85
-1.5,-1,1.047197551,14.99,16.74,-1.51
-1.25,-1,1.047197551,14.97,16.64,-1.17
-1,-1,1.047197551,14.97,16.55,-0.81
-0.75,-1,1.047197551,14.97,16.45,-0.45
-0.5,-1,1.047197551,14.98,16.36,-0.08
-0.25,-1,1.047197551,15,16.27,0.29
0,-1,1.047197551,15.03,16.19,0.67
0.25,-1,1.047197551,15.07,16.11,1.06
0.5,-1,1.047197551,15.13,16.04,1.46
0.75,-1,1.047197551,15.19,15.97,1.87
1,-1,1.047197551,15.27,15.9,2.29
1.25,-1,1.047197551,15.37,15.85,2.71
1.5,-1,1.047197551,15.47,15.8,3.15
1.75,-1,1.047197551,15.6,15.75,3.59
2,-1,1.047197551,15.74,15.72,4.05
-2,-1.25,1.047197551,15.02,17,-2.04
-1.75,-1.25,1.047197551,15,16.89,-1.7
-1.5,-1.25,1.047197551,14.98,16.79,-1.36
-1.25,-1.25,1.047197551,14.97,16.69,-1.01
-1,-1.25,1.047197551,14.97,16.59,-0.66
-0.75,-1.25,1.047197551,14.97,16.49,-0.29
-0.5,-1.25,1.047197551,14.99,16.4,0.08
-0.25,-1.25,1.047197551,15.01,16.31,0.46
0,-1.25,1.047197551,15.05,16.22,0.84
0.25,-1.25,1.047197551,15.1,16.14,1.23
0.5,-1.25,1.047197551,15.15,16.07,1.64
0.75,-1.25,1.047197551,15.23,16,2.05
1,-1.25,1.047197551,15.31,15.93,2.47
1.25,-1.25,1.047197551,15.41,15.87,2.9
1.5,-1.25,1.047197551,15.53,15.82,3.34
1.75,-1.25,1.047197551,15.66,15.77,3.79
2,-1.25,1.047197551,15.8,15.73,4.25
-2,-1.5,1.047197551,15.01,17.05,-1.9
-1.75,-1.5,1.047197551,14.99,16.94,-1.56
-1.5,-1.5,1.047197551,14.97,16.83,-1.21
-1.25,-1.5,1.047197551,14.97,16.73,-0.86
-1,-1.5,1.047197551,14.97,16.63,-0.5
-0.75,-1.5,1.047197551,14.98,16.53,-0.13
-0.5,-1.5,1.047197551,15,16.44,0.24
-0.25,-1.5,1.047197551,15.03,16.35,0.62
0,-1.5,1.047197551,15.07,16.26,1.01
0.25,-1.5,1.047197551,15.12,16.18,1.41
0.5,-1.5,1.047197551,15.18,16.1,1.81
0.75,-1.5,1.047197551,15.26,16.03,2.23
1,-1.5,1.047197551,15.35,15.96,2.65
1.25,-1.5,1.047197551,15.46,15.89,3.08
1.5,-1.5,1.047197551,15.58,15.84,3.53
1.75,-1.5,1.047197551,15.71,15.79,3.98
2,-1.5,1.047197551,15.87,15.75,4.44
-2,-1.75,1.047197551,15,17.09,-1.75
-1.75,-1.75,1.047197551,14.98,16.98,-1.41
-1.5,-1.75,1.047197551,14.97,16.88,-1.06
-1.25,-1.75,1.047197551,14.97,16.77,-0.7
-1,-1.75,1.047197551,14.97,16.67,-0.34
-0.75,-1.75,1.047197551,14.98,16.57,0.03
-0.5,-1.75,1.047197551,15.01,16.48,0.4
-0.25,-1.75,1.047197551,15.04,16.39,0.79
0,-1.75,1.047197551,15.09,16.3,1.18
0.25,-1.75,1.047197551,15.15,16.21,1.58
0.5,-1.75,1.047197551,15.22,16.13,1.99
0.75,-1.75,1.047197551,15.3,16.06,2.41
1,-1.75,1.047197551,15.4,15.99,2.83
1.25,-1.75,1.047197551,15.51,15.92,3.27
1.5,-1.75,1.047197551,15.63,15.86,3.72
1.75,-1.75,1.047197551,15.78,15.81,4.17
2,-1.75,1.047197551,15.94,15.76,4.64
-2,-2,1.047197551,14.99,17.14,-1.6
-1.75,-2,1.047197551,14.97,17.03,-1.25
-1.5,-2,1.047197551,14.97,16.92,-0.9
-1.25,-2,1.047197551,14.97,16.82,-0.55
-1,-2,1.047197551,14.98,16.72,-0.18
-0.75,-2,1.047197551,14.99,16.62,0.19
-0.5,-2,1.047197551,15.02,16.52,0.57
-0.25,-2,1.047197551,15.06,16.42,0.96
0,-2,1.047197551,15.11,16.33,1.35
0.25,-2,1.047197551,15.17,16.25,1.76
0.5,-2,1.047197551,15.25,16.17,2.17
0.75,-2,1.047197551,15.34,16.09,2.59
1,-2,1.047197551,15.44,16.01,3.02
1.25,-2,1.047197551,15.56,15.95,3.46
1.5,-2,1.047197551,15.69,15.89,3.91
1.75,-2,1.047197551,15.84,15.83,4.37
2,-2,1.047197551,16.01,15.78,4.84
-2,2,1.221730476,17.68,19.35,-3.83
-1.75,2,1.221730476,17.63,19.26,-3.52
-1.5,2,1.221730476,17.6,19.18,-3.22
-1.25,2,1.221730476,17.56,19.09,-2.9
-1,2,1.221730476,17.53,19.01,-2.58
-0.75,2,1.221730476,17.51,18.93,-2.25
-0.5,2,1.221730476,17.48,18.86,-1.92
-0.25,2,1.221730476,17.47,18.78,-1.57
0,2,1.221730476,17.46,18.71,-1.23
0.25,2,1.221730476,17.45,18.65,-0.87
0.5,2,1.221730476,17.45,18.59,-0.51
0.75,2,1.221730476,17.46,18.53,-0.14
1,2,1.221730476,17.48,18.48,0.24
1.25,2,1.221730476,17.5,18.43,0.63
1.5,2,1.221730476,17.53,18.39,1.02
1.75,2,1.221730476,17.57,18.36,1.42
2,2,1.221730476,17.63,18.33,1.84
-2,1.75,1.221730476,17.66,19.39,-3.7
-1.75,1.75,1.221730476,17.62,19.3,-3.39
-1.5,1.75,1.221730476,17.58,19.21,-3.08
-1.25,1.75,1.221730476,17.55,19.13,-2.76
-1,1.75,1.221730476,17.52,19.05,-2.44
-0.75,1.75,1.221730476,17.5,18.97,-2.11
-0.5,1.75,1.221730476,17.48,18.89,-1.77
-0.25,1.75,1.221730476,17.46,18.81,-1.43
0,1.75,1.221730476,17.45,18.74,-1.08
0.25,1.75,1.221730476,17.45,18.68,-0.72
0.5,1.75,1.221730476,17.45,18.61,-0.35
0.75,1.75,1.221730476,17.47,18.55,0.02
1,1.75,1.221730476,17.48,18.5,0.4
1.25,1.75,1.221730476,17.51,18.45,0.79
1.5,1.75,1.221730476,17.55,18.41,1.19
1.75,1.75,1.221730476,17.6,18.37,1.6
2,1.75,1.221730476,17.65,18.34,2.01
-2,1.5,1.221730476,17.64,19.43,-3.57
-1.75,1.5,1.221730476,17.6,19.34,-3.26
-1.5,1.5,1.221730476,17.57,19.25,-2.94
-1.25,1.5,1.221730476,17.54,19.17,-2.62
-1,1.5,1.221730476,17.51,19.08,-2.3
-0.75,1.5,1.221730476,17.49,19,-1.96
-0.5,1.5,1.221730476,17.47,18.92,-1.62
-0.25,1.5,1.221730476,17.46,18.85,-1.28
0,1.5,1.221730476,17.45,18.77,-0.92
0.25,1.5,1.221730476,17.45,18.7,-0.56
0.5,1.5,1.221730476,17.46,18.64,-0.19
0.75,1.5,1.221730476,17.47,18.58,0.18
1,1.5,1.221730476,17.5,18.52,0.57
1.25,1.5,1.221730476,17.53,18.47,0.96
1.5,1.5,1.221730476,17.57,18.42,1.36
1.75,1.5,1.221730476,17.62,18.38,1.77
2,1.5,1.221730476,17.68,18.35,2.19
-2,1.25,1.221730476,17.62,19.47,-3.43
-1.75,1.25,1.221730476,17.59,19.38,-3.12
-1.5,1.25,1.221730476,17.55,19.29,-2.81
-1.25,1.25,1.221730476,17.52,19.2,-2.48
-1,1.25,1.221730476,17.5,19.12,-2.15
-0.75,1.25,1.221730476,17.48,19.04,-1.82
-0.5,1.25,1.221730476,17.46,18.96,-1.48
-0.25,1.25,1.221730476,17.45,18.88,-1.13
0,1.25,1.221730476,17.45,18.8,-0.77
0.25,1.25,1.221730476,17.45,18.73,-0.4
0.5,1.25,1.221730476,17.46,18.67,-0.03
0.75,1.25,1.221730476,17.48,18.6,0.35
1,1.25,1.221730476,17.51,18.54,0.73
1.25,1.25,1.221730476,17.54,18.49,1.13
1.5,1.25,1.221730476,17.59,18.44,1.53
1.75,1.25,1.221730476,17.64,18.4,1.95
2,1.25,1.221730476,17.71,18.36,2.37
-2,1,1.221730476,17.61,19.51,-3.3
-1.75,1,1.221730476,17.57,19.42,-2.99
-1.5,1,1.221730476,17.54,19.33,-2.67
-1.25,1,1.221730476,17.51,19.24,-2.34
-1,1,1.221730476,17.49,19.16,-2.01
-0.75,1,1.221730476,17.47,19.07,-1.67
-0.5,1,1.221730476,17.46,18.99,-1.33
-0.25,1,1.221730476,17.45,18.91,-0.97
0,1,1.221730476,17.45,18.84,-0.61
0.25,1,1.221730476,17.46,18.76,-0.25
0.5,1,1.221730476,17.47,18.69,0.13
0.75,1,1.221730476,17.49,18.63,0.51
1,1,1.221730476,17.52,18.57,0.9
1.25,1,1.221730476,17.56,18.51,1.3
1.5,1,1.221730476,17.61,18.46,1.71
1.75,1,1.221730476,17.67,18.42,2.13
2,1,1.221730476,17.74,18.38,2.55
-2,0.75,1.221730476,17.59,19.55,-3.17
-1.75,0.75,1.221730476,17.56,19.46,-2.85
-1.5,0.75,1.221730476,17.53,19.37,-2.53
-1.25,0.75,1.221730476,17.5,19.28,-2.2
-1,0.75,1.221730476,17.48,19.19,-1.86
-0.75,0.75,1.221730476,17.47,19.11,-1.52
-0.5,0.75,1.221730476,17.46,19.03,-1.17
-0.25,0.75,1.221730476,17.45,18.95,-0.82
0,0.75,1.221730476,17.45,18.87,-0.46
0.25,0.75,1.221730476,17.46,18.79,-0.09
0.5,0.75,1.221730476,17.48,18.72,0.29
0.75,0.75,1.221730476,17.5,18.66,0.68
1,0.75,1.221730476,17.54,18.59,1.07
1.25,0.75,1.221730476,17.58,18.54,1.47
1.5,0.75,1.221730476,17.63,18.48,1.88
1.75,0.75,1.221730476,17.7,18.43,2.31
2,0.75,1.221730476,17.77,18.39,2.74
-2,0.5,1.221730476,17.58,19.59,-3.03
-1.75,0.5,1.221730476,17.55,19.5,-2.71
-1.5,0.5,1.221730476,17.52,19.4,-2.39
-1.25,0.5,1.221730476,17.49,19.32,-2.06
-1,0.5,1.221730476,17.47,19.23,-1.72
-0.75,0.5,1.221730476,17.46,19.14,-1.37
-0.5,0.5,1.221730476,17.45,19.06,-1.02
-0.25,0.5,1.221730476,17.45,18.98,-0.66
0,0.5,1.221730476,17.46,18.9,-0.3
0.25,0.5,1.221730476,17.47,18.83,0.07
0.5,0.5,1.221730476,17.49,18.75,0.45
0.75,0.5,1.221730476,17.52,18.68,0.84
1,0.5,1.221730476,17.55,18.62,1.24
1.25,0.5,1.221730476,17.6,18.56,1.65
1.5,0.5,1.221730476,17.66,18.5,2.06
1.75,0.5,1.221730476,17.73,18.45,2.49
2,0.5,1.221730476,17.81,18.41,2.92
-2,0.25,1.221730476,17.56,19.63,-2.89
-1.75,0.25,1.221730476,17.53,19.53,-2.57
-1.5,0.25,1.221730476,17.51,19.44,-2.24
-1.25,0.25,1.221730476,17.48,19.35,-1.91
-1,0.25,1.221730476,17.47,19.27,-1.57
-0.75,0.25,1.221730476,17.46,19.18,-1.22
-0.5,0.25,1.221730476,17.45,19.1,-0.87
-0.25,0.25,1.221730476,17.45,19.01,-0.51
0,0.25,1.221730476,17.46,18.93,-0.14
0.25,0.25,1.221730476,17.48,18.86,0.24
0.5,0.25,1.221730476,17.5,18.78,0.62
0.75,0.25,1.221730476,17.53,18.71,1.01
1,0.25,1.221730476,17.57,18.65,1.41
1.25,0.25,1.221730476,17.63,18.58,1.82
1.5,0.25,1.221730476,17.69,18.53,2.24
1.75,0.25,1.221730476,17.76,18.47,2.67
2,0.25,1.221730476,17.85,18.43,3.11
-2,0,1.221730476,17.55,19.67,-2.75
-1.75,0,1.221730476,17.52,19.57,-2.43
-1.5,0,1.221730476,17.5,19.48,-2.1
-1.25,0,1.221730476,17.48,19.39,-1.76
-1,0,1.221730476,17.46,19.3,-1.42
-0.75,0,1.221730476,17.45,19.22,-1.07
-0.5,0,1.221730476,17.45,19.13,-0.71
-0.25,0,1.221730476,17.45,19.05,-0.35
0,0,1.221730476,17.47,18.97,0.02
0.25,0,1.221730476,17.48,18.89,0.4
0.5,0,1.221730476,17.51,18.82,0.79
0.75,0,1.221730476,17.55,18.74,1.18
1,0,1.221730476,17.59,18.68,1.59
1.25,0,1.221730476,17.65,18.61,2
1.5,0,1.221730476,17.72,18.55,2.42
1.75,0,1.221730476,17.8,18.5,2.85
2,0,1.221730476,17.89,18.45,3.29
